"time","timeDifference","inDeadZone","x","y","theta"
"1483397903.395745","0.3046560287475586","False","622.0","512.0","174.09059850870543"
"1483397903.41638","0.3252909183502197","False","622.0","512.0","174.6441749571448"
"1483397903.434161","0.34307193756103516","False","622.0","512.0","174.6441749571448"
"1483397903.454045","0.36295604705810547","False","607.0","514.0","174.82856535119234"
"1483397903.494633","0.40354394912719727","False","622.0","512.0","174.32507866659404"
"1483397903.515775","0.4246859550476074","False","622.0","512.0","174.6441749571448"
"1483397903.53406","0.44297099113464355","False","623.0","512.0","173.85337434035333"
"1483397903.55502","0.4639310836791992","False","622.0","512.0","174.6441749571448"
"1483397903.574748","0.483659029006958","False","622.0","512.0","174.6441749571448"
"1483397903.595065","0.5039761066436768","False","622.0","512.0","174.6441749571448"
"1483397903.636422","0.5453329086303711","False","607.0","514.0","174.6441749571448"
"1483397903.654515","0.5634260177612305","False","622.0","512.0","174.6441749571448"
"1483397903.674491","0.5834019184112549","False","622.0","512.0","174.3250917339994"
"1483397903.696114","0.605025053024292","False","607.0","514.0","174.6441749571448"
"1483397903.715281","0.6241919994354248","False","622.0","512.0","174.6441749571448"
"1483397903.734014","0.6429250240325928","False","622.0","512.0","174.6441749571448"
"1483397903.757345","0.6662559509277344","False","622.0","512.0","174.6441749571448"
"1483397903.775543","0.6844539642333984","False","607.0","514.0","174.6441749571448"
"1483397903.794605","0.7035160064697266","False","607.0","514.0","174.6441749571448"
"1483397903.81432","0.7232310771942139","False","622.0","512.0","174.6441749571448"
"1483397903.835557","0.7444679737091064","False","622.0","512.0","174.6441749571448"
"1483397903.856931","0.7658419609069824","False","622.0","512.0","174.6441749571448"
"1483397903.874893","0.7838039398193359","False","622.0","512.0","174.6441749571448"
"1483397903.895216","0.8041269779205322","False","622.0","512.0","174.0355128987469"
"1483397903.916688","0.825598955154419","False","622.0","512.0","174.82856535119234"
"1483397903.956174","0.8650848865509033","False","622.0","512.0","174.85961019951867"
"1483397903.975322","0.8842329978942871","False","622.0","512.0","174.6441749571448"
"1483397903.994156","0.903066873550415","False","622.0","512.0","174.44758762590615"
"1483397904.014013","0.9229240417480469","False","622.0","512.0","174.6441749571448"
"1483397904.035182","0.9440929889678955","False","622.0","512.0","174.6441749571448"
"1483397904.055381","0.964292049407959","False","607.0","514.0","174.6441749571448"
"1483397904.09625","1.0051610469818115","False","622.0","512.0","174.6441749571448"
"1483397904.114883","1.0237939357757568","False","622.0","512.0","174.6441749571448"
"1483397904.133781","1.042691946029663","False","622.0","512.0","174.44758762590615"
"1483397904.175978","1.0848889350891113","False","622.0","512.0","174.6441749571448"
"1483397904.198233","1.1071438789367676","False","622.0","512.0","174.6441749571448"
"1483397904.2143","1.1232109069824219","False","622.0","512.0","174.44758762590615"
"1483397904.234963","1.143873929977417","False","623.0","512.0","173.85337434035333"
"1483397904.275532","1.1844429969787598","False","622.0","512.0","174.6441749571448"
"1483397904.294709","1.2036199569702148","False","622.0","512.0","174.3250917339994"
"1483397904.315934","1.2248449325561523","False","607.0","514.0","174.6441749571448"
