"time","timeDifference","inDeadZone","x","y","theta"
"1483404065.250978","0.30849790573120117","False","627.0","500.0","178.63119448318335"
"1483404065.289054","0.3465738296508789","False","627.0","500.0","178.6312013123488"
"1483404065.309647","0.36716699600219727","False","627.0","501.0","178.62755162673778"
"1483404065.326442","0.38396191596984863","False","627.0","501.0","178.39840004887876"
"1483404065.368802","0.42632198333740234","False","627.0","501.0","178.39840004887876"
"1483404065.411409","0.46892881393432617","False","627.0","500.0","178.89899528071925"
"1483404065.448249","0.5057690143585205","False","627.0","500.0","178.6312013123488"
"1483404065.468338","0.5258579254150391","False","627.0","501.0","178.89898846595906"
"1483404065.486697","0.5442168712615967","False","627.0","501.0","178.23760897633952"
"1483404065.530161","0.5876808166503906","False","627.0","501.0","178.29018595585848"
"1483404065.547706","0.6052258014678955","False","627.0","501.0","178.42735969220624"
"1483404065.56732","0.6248400211334229","False","627.0","501.0","178.63119448318335"
"1483404065.584928","0.6424479484558105","False","642.0","500.0","178.39840004887876"
"1483404065.607124","0.6646440029144287","False","627.0","501.0","178.63119106860066"
"1483404065.628512","0.6860318183898926","False","627.0","501.0","178.63119448318335"
"1483404065.650799","0.7083189487457275","False","627.0","501.0","178.63119448318335"
"1483404065.687433","0.744952917098999","False","627.0","500.0","178.85689099567102"
"1483404065.706044","0.763563871383667","False","627.0","501.0","178.63119448318335"
"1483404065.726454","0.7839739322662354","False","643.0","500.0","178.29018595585848"
"1483404065.745063","0.8025829792022705","False","627.0","501.0","178.8568944173269"
"1483404065.765606","0.8231258392333984","False","627.0","501.0","178.63119448318335"
"1483404065.785772","0.8432919979095459","False","627.0","501.0","178.63119448318335"
"1483404065.806547","0.8640668392181396","False","643.0","500.0","178.29018595585848"
"1483404065.829142","0.8866620063781738","False","627.0","501.0","178.63119106860066"
"1483404065.846061","0.903580904006958","False","627.0","500.0","178.63119448318335"
"1483404065.865706","0.9232258796691895","False","627.0","500.0","178.63119448318335"
"1483404065.906865","0.9643847942352295","False","627.0","500.0","178.6312013123488"
"1483404065.945634","1.0031538009643555","False","627.0","500.0","178.6312013123488"
"1483404065.987911","1.0454308986663818","False","627.0","501.0","178.6312013123488"
"1483404066.006185","1.0637049674987793","False","627.0","501.0","178.63119448318335"
"1483404066.027026","1.0845458507537842","False","627.0","501.0","178.63119448318335"
"1483404066.045378","1.1028978824615479","False","627.0","501.0","178.5547763258458"
"1483404066.067772","1.1252918243408203","False","627.0","501.0","178.29018595585848"
"1483404066.089186","1.1467058658599854","False","627.0","501.0","178.29018595585848"
"1483404066.107238","1.1647579669952393","False","627.0","500.0","178.51236716487236"
"1483404066.146054","1.2035739421844482","False","627.0","501.0","178.62754480046695"
"1483404066.165894","1.2234139442443848","False","627.0","501.0","178.40284624553092"
"1483404066.189171","1.2466909885406494","False","627.0","501.0","178.39840004887876"
"1483404066.248595","1.306114912033081","False","627.0","501.0","178.4028530575122"
"1483404066.287005","1.34452486038208","False","627.0","501.0","178.6312013123488"
"1483404066.305972","1.3634920120239258","False","643.0","500.0","178.29018595585848"
"1483404066.328171","1.3856909275054932","False","627.0","501.0","178.63119106860066"
"1483404066.345099","1.4026188850402832","False","627.0","501.0","178.63119448318335"
"1483404066.367341","1.424860954284668","False","627.0","500.0","178.63119448318335"
"1483404066.388216","1.4457359313964844","False","627.0","500.0","178.9366314271679"
"1483404066.406534","1.4640538692474365","False","627.0","501.0","178.63119448318335"
"1483404066.424817","1.4823369979858398","False","627.0","501.0","178.2642954110716"
"1483404066.445496","1.5030159950256348","False","627.0","501.0","178.29018595585848"
"1483404066.469219","1.5267388820648193","False","627.0","501.0","178.51236716487236"
"1483404066.573814","1.631333827972412","False","627.0","501.0","178.63118798038133"
"1483404066.586777","1.6442968845367432","False","642.0","500.0","178.39840004887876"
"1483404066.606723","1.6642429828643799","False","627.0","501.0","178.63119106860066"
"1483404066.630994","1.688513994216919","False","627.0","501.0","178.63119448318335"
"1483404066.648512","1.7060317993164062","False","627.0","501.0","178.63119448318335"
"1483404066.66741","1.7249298095703125","False","643.0","500.0","178.29018595585848"
"1483404066.685329","1.7428488731384277","False","627.0","501.0","178.63119106860066"
"1483404066.70645","1.763969898223877","False","627.0","501.0","178.63119448318335"
"1483404066.725025","1.7825448513031006","False","627.0","501.0","178.63119448318335"
"1483404066.792924","1.8504438400268555","False","627.0","500.0","178.6311873276544"
"1483404066.806171","1.8636908531188965","False","627.0","501.0","178.9366314271679"
"1483404066.825683","1.8832030296325684","False","627.0","501.0","178.63119448318335"
"1483404066.847996","1.9055159091949463","False","627.0","501.0","178.63119448318335"
"1483404066.865541","1.9230608940124512","False","627.0","501.0","178.4624495742778"
"1483404066.88968","1.947199821472168","False","627.0","501.0","178.63119448318335"
"1483404066.906751","1.964270830154419","False","627.0","501.0","178.63119448318335"
"1483404066.946459","2.003978967666626","False","627.0","500.0","178.4624495742778"
"1483404066.964696","2.0222158432006836","False","627.0","500.0","178.63119448318335"
"1483404066.986713","2.0442328453063965","False","627.0","500.0","178.63119448318335"
"1483404067.004696","2.062215805053711","False","627.0","500.0","178.63119448318335"
