"time","timeDifference","inDeadZone","x","y","theta"
"1483392095.495566","5.255019903182983","False","627.0","497.0","180.7114393651307"
"1483392095.512652","5.272105932235718","False","626.0","497.0","180.53221692987944"
"1483392095.533823","5.293277025222778","False","626.0","497.0","180.7039779787756"
"1483392095.759175","5.51862907409668","False","626.0","497.0","180.7039779787756"
"1483392095.759677","5.5191309452056885","False","626.0","497.0","180.7039779787756"
"1483392095.760028","5.519481897354126","False","642.0","498.0","180.0"
"1483392095.76046","5.519913911819458","False","642.0","498.0","180.0"
"1483392095.761025","5.520478963851929","False","626.0","497.0","180.69817138699585"
"1483392095.76133","5.5207839012146","False","627.0","497.0","180.8914598477722"
"1483392095.761674","5.521127939224243","False","626.0","497.0","180.7039711625274"
"1483392095.761966","5.521420001983643","False","626.0","497.0","180.78374805070837"
"1483392095.762285","5.5217390060424805","False","627.0","497.0","180.88140399658215"
"1483392095.773918","5.533371925354004","False","626.0","497.0","180.7039779787756"
"1483392095.795198","5.554651975631714","False","626.0","497.0","180.7039779787756"
"1483392095.814927","5.574381113052368","False","626.0","497.0","180.7039779787756"
"1483392095.833292","5.592746019363403","False","626.0","497.0","180.59206344734412"
"1483392095.853371","5.6128249168396","False","627.0","497.0","180.0"
"1483392095.877808","5.6372621059417725","False","626.0","497.0","180.7039779787756"
"1483392095.893694","5.65314793586731","False","627.0","497.0","180.41604130962602"
"1483392095.913408","5.6728620529174805","False","626.0","497.0","180.7039779787756"
"1483392095.93311","5.692564010620117","False","642.0","498.0","180.0"
"1483392095.95493","5.714384078979492","False","626.0","497.0","180.0"
"1483392095.973609","5.733062982559204","False","626.0","497.0","180.53221692987944"
"1483392095.992721","5.7521750926971436","False","626.0","497.0","180.7039779787756"
"1483392096.01348","5.7729339599609375","False","642.0","497.0","180.0"
"1483392096.034189","5.793642997741699","False","626.0","497.0","180.22745044389941"
"1483392096.052724","5.812177896499634","False","626.0","497.0","180.69817138699585"
"1483392096.072511","5.83196496963501","False","627.0","497.0","180.0"
"1483392096.113843","5.8732969760894775","False","626.0","498.0","180.2266874881808"
"1483392096.135238","5.8946919441223145","False","626.0","498.0","180.39787944408795"
"1483392096.153301","5.912755012512207","False","626.0","497.0","180.7039779787756"
"1483392096.175095","5.93454909324646","False","627.0","497.0","180.8914598477722"
"1483392096.192935","5.9523890018463135","False","626.0","497.0","180.69817138699585"
"1483392096.255439","6.014893054962158","False","626.0","497.0","180.53219641411698"
"1483392096.272731","6.032185077667236","False","626.0","497.0","180.69817138699585"
"1483392096.295186","6.054640054702759","False","626.0","497.0","180.7039779787756"
