"currentTime","timeDifference","totalIterations","accumulateIter","calibIter","inInternalZone","copterXPos","copterYPos","copterTheta","errorX","errorY","Xdiff","Ydiff","accumulateX","accumulateY","newPitch","newRoll","bestPitch","bestRoll","-rollToSendDeg","pitchToSendDeg","-calRollToSendRad","calPitchToSendRad","-rollCalib","pitchCalib"
"1483395737.769927","6.06804895401001","0","0","0","False","932.0","524.0","3.7417590152824434","-107.27072118166251","165.5082849200185","0","0","0.0","0.0","0","0","0","0","-35.58428125780397","-23.063205054057438","-0.6210628699043885","-0.40252886425589907","0","0"
"1483395737.775258","6.073379993438721","1","0","0","False","941.0","525.0","3.739233932435593","-115.6909814227823","169.47447246542305","0","0","0.0","0.0","0","0","0","0","-3.3353545960622557","-3.419416769565693","-0.05821291942281186","-0.05968008112682958","0","0"
"1483395737.780648","6.07876992225647","2","0","0","False","941.0","525.0","3.739233932435593","-115.6909814227823","169.47447246542305","0","0","0.0","0.0","0","0","0","0","-2.5421170869813454","-1.7353647213417345","-0.04436831313903156","-0.030287828110367176","0","0"
"1483395737.786044","6.084165811538696","3","0","0","False","941.0","525.0","3.739233932435593","-115.6909814227823","169.47447246542305","0","0","0.0","0.0","0","0","0","0","-2.5421170869813454","-1.7353647213417345","-0.04436831313903156","-0.030287828110367176","0","0"
"1483395737.791457","6.089578866958618","4","0","0","False","941.0","525.0","3.739233932435593","-115.6909814227823","169.47447246542305","0","0","0.0","0.0","0","0","0","0","-2.5421170869813454","-1.7353647213417345","-0.04436831313903156","-0.030287828110367176","0","0"
"1483395737.797057","6.095178842544556","5","0","0","False","941.0","525.0","3.739233932435593","-115.6909814227823","169.47447246542305","0","0","0.0","0.0","0","0","0","0","-2.5421170869813454","-1.7353647213417345","-0.04436831313903156","-0.030287828110367176","0","0"
"1483395737.802328","6.100450038909912","6","0","0","False","950.0","526.0","3.759865185643538","-120.08369472718974","176.22686021338262","0","0","0.0","0.0","0","0","0","0","-3.993880452792654","-2.6797980817893334","-0.06970636383227377","-0.046771299815852166","0","0"
"1483395737.807543","6.105664968490601","7","0","0","False","950.0","526.0","3.759865185643538","-120.08369472718974","176.22686021338262","0","0","0.0","0.0","0","0","0","0","-2.643402903200739","-1.801255420907846","-0.04613608411762985","-0.03143783776423822","0","0"
"1483395737.812933","6.11105489730835","8","0","0","False","958.0","527.0","3.7410504692476136","-130.54723168425807","177.6243798006812","0","0","0.0","0.0","0","0","0","0","-2.9438696144699326","-4.050915866677537","-0.051380217521916426","-0.07070181959480266","0","0"
"1483395737.818412","6.116533994674683","9","0","0","False","958.0","527.0","3.7410504692476136","-130.54723168425807","177.6243798006812","0","0","0.0","0.0","0","0","0","0","-2.6643656970102176","-1.9582084752638709","-0.04650195389002194","-0.03417718533381248","0","0"
