"currentTime","timeDifference","totalIterations","accumulateIter","calibIter","inInternalZone","copterXPos","copterYPos","copterTheta","errorX","errorY","Xdiff","Ydiff","accumulateX","accumulateY","newPitch","newRoll","bestPitch","bestRoll","-rollToSendDeg","pitchToSendDeg","-calRollToSendRad","calPitchToSendRad","-rollCalib","pitchCalib"
"1483390486.627377","6.065212965011597","0","1","0","True","711.0","728.0","3.574946502671824","-18.35443600606991","-132.54476481136132","0","0","-0.06887424824029133","-0.49736864873155184","0","0","0","0","28.497124434442686","-3.9462037413050304","0.49736864873155184","-0.06887424824029133","0","0"
"1483390486.632802","6.070637941360474","1","2","0","True","711.0","728.0","3.574946502671824","-18.35443600606991","-132.54476481136132","0","0","-0.0736794283500791","-0.5320687870151485","0","0","0","0","1.9881714721704198","-0.27531654009104867","0.03470013828359664","-0.004805180109787768","0","0"
"1483390486.638215","6.0760509967803955","2","3","0","True","711.0","728.0","3.574946502671824","-18.35443600606991","-132.54476481136132","0","0","-0.07848460845986686","-0.5667689252987451","0","0","0","0","1.9881714721704198","-0.27531654009104867","0.03470013828359664","-0.004805180109787768","0","0"
"1483390486.643625","6.081460952758789","3","4","0","True","711.0","728.0","3.574946502671824","-18.35443600606991","-132.54476481136132","0","0","-0.08328978856965463","-0.6014690635823418","0","0","0","0","1.9881714721704198","-0.27531654009104867","0.03470013828359664","-0.004805180109787768","0","0"
"1483390486.649079","6.086915016174316","4","5","0","True","711.0","728.0","3.574946502671824","-18.35443600606991","-132.54476481136132","0","0","-0.0880949686794424","-0.6361692018659384","0","0","0","0","1.9881714721704198","-0.27531654009104867","0.03470013828359664","-0.004805180109787768","0","0"
"1483390486.654474","6.092309951782227","5","6","0","True","711.0","728.0","3.574946502671824","-18.35443600606991","-132.54476481136132","0","0","-0.09290014878923017","-0.670869340149535","0","0","0","0","1.9881714721704198","-0.27531654009104867","0.03470013828359664","-0.004805180109787768","0","0"
"1483390486.659734","6.097569942474365","6","7","0","True","711.0","728.0","3.574946502671824","-18.35443600606991","-132.54476481136132","0","0","-0.09770532889901794","-0.7055694784331317","0","0","0","0","1.9881714721704198","-0.27531654009104867","0.03470013828359664","-0.004805180109787768","0","0"
"1483390486.665127","6.102962970733643","7","8","0","True","711.0","728.0","3.574946502671824","-18.35443600606991","-132.54476481136132","0","0","-0.1025105090088057","-0.7402696167167283","0","0","0","0","1.9881714721704198","-0.27531654009104867","0.03470013828359664","-0.004805180109787768","0","0"
"1483390486.670525","6.108361005783081","8","9","0","True","711.0","728.0","3.574946502671824","-18.35443600606991","-132.54476481136132","0","0","-0.10731568911859347","-0.774969755000325","0","0","0","0","1.9881714721704198","-0.27531654009104867","0.03470013828359664","-0.004805180109787768","0","0"
"1483390486.675921","6.113756895065308","9","10","0","True","711.0","728.0","3.574946502671824","-18.35443600606991","-132.54476481136132","0","0","-0.11212086922838124","-0.8096698932839216","0","0","0","0","1.9881714721704198","-0.27531654009104867","0.03470013828359664","-0.004805180109787768","0","0"
"1483390486.681323","6.119158983230591","10","11","0","True","711.0","728.0","3.574946502671824","-18.35443600606991","-132.54476481136132","0","0","-0.11692604933816901","-0.8443700315675182","0","0","0","0","1.9881714721704198","-0.27531654009104867","0.03470013828359664","-0.004805180109787768","0","0"
"1483390486.686721","6.124557018280029","11","12","0","True","711.0","728.0","3.574946502671824","-18.35443600606991","-132.54476481136132","0","0","-0.12173122944795678","-0.8790701698511149","0","0","0","0","1.9881714721704198","-0.27531654009104867","0.03470013828359664","-0.004805180109787768","0","0"
"1483390486.692075","6.129910945892334","12","13","0","True","711.0","728.0","3.574946502671824","-18.35443600606991","-132.54476481136132","0","0","-0.12653640955774453","-0.9137703081347115","0","0","0","0","1.9881714721704198","-0.27531654009104867","0.03470013828359664","-0.004805180109787768","0","0"
