"currentTime","timeDifference","totalIterations","accumulateIter","calibIter","inInternalZone","copterXPos","copterYPos","copterTheta","errorX","errorY","Xdiff","Ydiff","accumulateX","accumulateY","newPitch","newRoll","bestPitch","bestRoll","-rollToSendDeg","pitchToSendDeg","-calRollToSendRad","calPitchToSendRad","-rollCalib","pitchCalib"
"1483393953.448138","6.064516067504883","0","0","0","False","767.0","332.0","4.148755614878298","217.46319559470592","157.55239941599964","0","0","0.0","0.0","0","0","0","0","-33.873765874439925","46.75458705286177","-0.5912087445586728","0.81602148448275","0","0"
"1483393953.453537","6.069915056228638","1","0","0","False","767.0","332.0","4.148755614878298","217.46319559470592","157.55239941599964","0","0","0.0","0.0","0","0","0","0","-2.3632859912399944","3.2619479339205886","-0.04124712171339577","0.056931731475540696","0","0"
"1483393953.458955","6.075333118438721","2","0","0","False","774.0","328.0","4.142850412295033","216.12292552863198","166.88583241529338","0","0","0.0","0.0","0","0","0","0","-4.369974086088147","2.9737898697146914","-0.0762704360290683","0.05190242448897457","0","0"
"1483393953.464362","6.080739974975586","3","0","0","False","774.0","328.0","4.142850412295033","216.12292552863198","166.88583241529338","0","0","0.0","0.0","0","0","0","0","-2.5032874862294006","3.2418438829294796","-0.04369060875867525","0.05658084959275701","0","0"
"1483393953.469755","6.086133003234863","4","0","0","False","774.0","328.0","4.142850412295033","216.12292552863198","166.88583241529338","0","0","0.0","0.0","0","0","0","0","-2.5032874862294006","3.2418438829294796","-0.04369060875867525","0.05658084959275701","0","0"
"1483393953.47516","6.091537952423096","5","0","0","False","774.0","328.0","4.142850412295033","216.12292552863198","166.88583241529338","0","0","0.0","0.0","0","0","0","0","-2.5032874862294006","3.2418438829294796","-0.04369060875867525","0.05658084959275701","0","0"
"1483393953.480565","6.096943140029907","6","0","0","False","780.0","325.0","4.145621601632566","215.8940441957542","172.9588438929959","0","0","0.0","0.0","0","0","0","0","-3.8089849539354432","3.1926343963607544","-0.06647932860509803","0.05572198202891683","0","0"
"1483393953.48599","6.102368116378784","7","0","0","False","780.0","325.0","4.145621601632566","215.8940441957542","172.9588438929959","0","0","0.0","0.0","0","0","0","0","-2.5943826583949385","3.2384106629363125","-0.045280519445634985","0.05652092859993095","0","0"
"1483393953.491394","6.1077721118927","8","0","0","False","780.0","325.0","4.145621601632566","215.8940441957542","172.9588438929959","0","0","0.0","0.0","0","0","0","0","-2.5943826583949385","3.2384106629363125","-0.045280519445634985","0.05652092859993095","0","0"
"1483393953.496785","6.113162994384766","9","0","0","False","786.0","322.0","4.150815019000098","216.1335155945975","178.51135380339224","0","0","0.0","0.0","0","0","0","0","-3.7881722891301512","3.2898970136876238","-0.06611607907813175","0.05741953494037799","0","0"
"1483393953.502169","6.118546962738037","10","0","0","False","786.0","322.0","4.150815019000098","216.1335155945975","178.51135380339224","0","0","0.0","0.0","0","0","0","0","-2.6776703070508834","3.2420027339189623","-0.04673416314092545","0.056583622065543536","0","0"
"1483393953.507576","6.1239540576934814","11","0","0","False","786.0","322.0","4.150815019000098","216.1335155945975","178.51135380339224","0","0","0.0","0.0","0","0","0","0","-2.6776703070508834","3.2420027339189623","-0.04673416314092545","0.056583622065543536","0","0"
"1483393953.512996","6.129374027252197","12","0","0","False","786.0","322.0","4.150815019000098","216.1335155945975","178.51135380339224","0","0","0.0","0.0","0","0","0","0","-2.6776703070508834","3.2420027339189623","-0.04673416314092545","0.056583622065543536","0","0"
"1483393953.518401","6.13477897644043","13","0","0","False","786.0","322.0","4.150815019000098","216.1335155945975","178.51135380339224","0","0","0.0","0.0","0","0","0","0","-2.6776703070508834","3.2420027339189623","-0.04673416314092545","0.056583622065543536","0","0"
"1483393953.523642","6.140020132064819","14","0","0","False","786.0","322.0","4.150815019000098","216.1335155945975","178.51135380339224","0","0","0.0","0.0","0","0","0","0","-2.6776703070508834","3.2420027339189623","-0.04673416314092545","0.056583622065543536","0","0"
"1483393953.529065","6.145442962646484","15","0","0","False","786.0","322.0","4.150815019000098","216.1335155945975","178.51135380339224","0","0","0.0","0.0","0","0","0","0","-2.6776703070508834","3.2420027339189623","-0.04673416314092545","0.056583622065543536","0","0"
"1483393953.534465","6.150843143463135","16","0","0","False","786.0","322.0","4.150815019000098","216.1335155945975","178.51135380339224","0","0","0.0","0.0","0","0","0","0","-2.6776703070508834","3.2420027339189623","-0.04673416314092545","0.056583622065543536","0","0"
"1483393953.539875","6.156253099441528","17","0","0","False","800.0","314.0","4.154361837854435","216.1385224378478","193.8559751939154","0","0","0.0","0.0","0","0","0","0","-5.976763906013366","3.243079205217777","-0.10431420877429015","0.05660241003401107","0","0"
"1483393953.545335","6.161713123321533","18","0","0","False","800.0","314.0","4.154361837854435","216.1385224378478","193.8559751939154","0","0","0.0","0.0","0","0","0","0","-2.9078396279087313","3.242077836567717","-0.050751375626974154","0.05658493285404128","0","0"
"1483393953.550736","6.167114019393921","19","0","0","False","800.0","314.0","4.154361837854435","216.1385224378478","193.8559751939154","0","0","0.0","0.0","0","0","0","0","-2.9078396279087313","3.242077836567717","-0.050751375626974154","0.05658493285404128","0","0"
"1483393953.556103","6.172481060028076","20","0","0","False","807.0","311.0","4.147069648438222","213.50260810354357","202.94490960106558","0","0","0.0","0.0","0","0","0","0","-4.861960525446016","2.675356254692307","-0.08485721927102653","0.04669377530820475","0","0"
"1483393953.56149","6.177868127822876","21","0","0","False","807.0","311.0","4.147069648438222","213.50260810354357","202.94490960106558","0","0","0.0","0.0","0","0","0","0","-3.0441736440159834","3.2025391215531536","-0.053130853090512686","0.05589485209502943","0","0"
"1483393953.566896","6.183274030685425","22","0","0","False","807.0","311.0","4.147069648438222","213.50260810354357","202.94490960106558","0","0","0.0","0.0","0","0","0","0","-3.0441736440159834","3.2025391215531536","-0.053130853090512686","0.05589485209502943","0","0"
"1483393953.572283","6.188661098480225","23","0","0","False","807.0","311.0","4.147069648438222","213.50260810354357","202.94490960106558","0","0","0.0","0.0","0","0","0","0","-3.0441736440159834","3.2025391215531536","-0.053130853090512686","0.05589485209502943","0","0"
"1483393953.577611","6.193989038467407","24","0","0","False","813.0","308.0","4.15706676459355","214.90665833285794","207.480428484723","0","0","0.0","0.0","0","0","0","0","-4.019310204002331","3.504409920855745","-0.07015019671884565","0.061163491458486645","0","0"
"1483393953.583021","6.199398994445801","25","0","0","False","813.0","308.0","4.15706676459355","214.90665833285794","207.480428484723","0","0","0.0","0.0","0","0","0","0","-3.112206427270845","3.223599874992869","-0.054318249157605684","0.05626243158550318","0","0"
"1483393953.588408","6.204786062240601","26","0","0","False","813.0","308.0","4.15706676459355","214.90665833285794","207.480428484723","0","0","0.0","0.0","0","0","0","0","-3.112206427270845","3.223599874992869","-0.054318249157605684","0.05626243158550318","0","0"
"1483393953.593816","6.210194110870361","27","0","0","False","813.0","308.0","4.15706676459355","214.90665833285794","207.480428484723","0","0","0.0","0.0","0","0","0","0","-3.112206427270845","3.223599874992869","-0.054318249157605684","0.05626243158550318","0","0"
"1483393953.5992","6.215578079223633","28","0","0","False","820.0","304.0","4.161303697230063","215.52634931130785","214.62616977558935","0","0","0.0","0.0","0","0","0","0","-4.648540804807108","3.3568334353595994","-0.08113234245719109","0.05858779588805725","0","0"
"1483393953.604586","6.220963954925537","29","0","0","False","820.0","304.0","4.161303697230063","215.52634931130785","214.62616977558935","0","0","0.0","0.0","0","0","0","0","-3.21939254663384","3.2328952396696176","-0.056188999852925595","0.056424666304286025","0","0"
"1483393953.609929","6.226307153701782","30","0","0","False","820.0","304.0","4.161303697230063","215.52634931130785","214.62616977558935","0","0","0.0","0.0","0","0","0","0","-3.21939254663384","3.2328952396696176","-0.056188999852925595","0.056424666304286025","0","0"
"1483393953.615315","6.2316930294036865","31","0","0","False","826.0","301.0","4.163826270949967","215.49812983497202","220.76583983404123","0","0","0.0","0.0","0","0","0","0","-4.539421609200995","3.226828052257413","-0.07922785321673669","0.0563187739076075","0","0"
"1483393953.620731","6.237109184265137","32","0","0","False","826.0","301.0","4.163826270949967","215.49812983497202","220.76583983404123","0","0","0.0","0.0","0","0","0","0","-3.3114875975106184","3.23247194752458","-0.05779636171551707","0.05641727846265729","0","0"
"1483393953.626104","6.2424821853637695","33","0","0","False","826.0","301.0","4.163826270949967","215.49812983497202","220.76583983404123","0","0","0.0","0.0","0","0","0","0","-3.3114875975106184","3.23247194752458","-0.05779636171551707","0.05641727846265729","0","0"
"1483393953.631491","6.24786901473999","34","0","0","False","826.0","301.0","4.163826270949967","215.49812983497202","220.76583983404123","0","0","0.0","0.0","0","0","0","0","-3.3114875975106184","3.23247194752458","-0.05779636171551707","0.05641727846265729","0","0"
"1483393953.636916","6.253293991088867","35","0","0","False","833.0","297.0","4.161771889702414","214.7904529568247","229.26635452809484","0","0","0.0","0.0","0","0","0","0","-5.139098256732144","3.0803214187229084","-0.08969418516347676","0.053761750776417656","0","0"
"1483393953.642304","6.258682012557983","36","0","0","False","833.0","297.0","4.161771889702414","214.7904529568247","229.26635452809484","0","0","0.0","0.0","0","0","0","0","-3.4389953179214223","3.2218567943523704","-0.060021791258397975","0.05623200908919871","0","0"
"1483393953.647725","6.264103174209595","37","0","0","False","833.0","297.0","4.161771889702414","214.7904529568247","229.26635452809484","0","0","0.0","0.0","0","0","0","0","-3.4389953179214223","3.2218567943523704","-0.060021791258397975","0.05623200908919871","0","0"
"1483393953.653124","6.26950216293335","38","0","0","False","833.0","297.0","4.161771889702414","214.7904529568247","229.26635452809484","0","0","0.0","0.0","0","0","0","0","-3.4389953179214223","3.2218567943523704","-0.060021791258397975","0.05623200908919871","0","0"
"1483393953.658609","6.274986982345581","39","0","0","False","840.0","294.0","4.165503589398283","214.56674774738315","236.00235329570518","0","0","0.0","0.0","0","0","0","0","-4.887235052957646","3.1737601743224344","-0.08529834299299036","0.05539256471059567","0","0"
"1483393953.663989","6.280367136001587","40","0","0","False","840.0","294.0","4.165503589398283","214.56674774738315","236.00235329570518","0","0","0.0","0.0","0","0","0","0","-3.5400352994355777","3.218501216210747","-0.06178527161197419","0.05617344320231943","0","0"
"1483393953.669377","6.285755157470703","41","0","0","False","840.0","294.0","4.165503589398283","214.56674774738315","236.00235329570518","0","0","0.0","0.0","0","0","0","0","-3.5400352994355777","3.218501216210747","-0.06178527161197419","0.05617344320231943","0","0"
"1483393953.6747","6.291078090667725","42","0","0","False","846.0","290.0","4.161391781978501","213.86132929280882","244.0887785890879","0","0","0.0","0.0","0","0","0","0","-5.278616737512862","3.066836248477266","-0.09212924202048071","0.05352639015543923","0","0"
"1483393953.680092","6.2964701652526855","43","0","0","False","846.0","290.0","4.161391781978501","213.86132929280882","244.0887785890879","0","0","0.0","0.0","0","0","0","0","-3.6613316788363184","3.207919939392132","-0.06390229280326534","0.05598876508276965","0","0"
"1483393953.685492","6.301870107650757","44","0","0","False","846.0","290.0","4.161391781978501","213.86132929280882","244.0887785890879","0","0","0.0","0.0","0","0","0","0","-3.6613316788363184","3.207919939392132","-0.06390229280326534","0.05598876508276965","0","0"
"1483393953.690887","6.307265043258667","45","0","0","False","846.0","290.0","4.161391781978501","213.86132929280882","244.0887785890879","0","0","0.0","0.0","0","0","0","0","-3.6613316788363184","3.207919939392132","-0.06390229280326534","0.05598876508276965","0","0"
"1483393953.696273","6.31265115737915","46","0","0","False","853.0","287.0","4.171424979183703","215.26641483798218","249.47619253708714","0","0","0.0","0.0","0","0","0","0","-4.819625677656157","3.510013331604405","-0.08411833678876285","0.06126128942539241","0","0"
"1483393953.701769","6.3181471824646","47","0","0","False","853.0","287.0","4.171424979183703","215.26641483798218","249.47619253708714","0","0","0.0","0.0","0","0","0","0","-3.742142888056307","3.2289962225697324","-0.06531271447667214","0.056356615618301464","0","0"
"1483393953.707007","6.323385000228882","48","0","0","False","853.0","287.0","4.171424979183703","215.26641483798218","249.47619253708714","0","0","0.0","0.0","0","0","0","0","-3.742142888056307","3.2289962225697324","-0.06531271447667214","0.056356615618301464","0","0"
"1483393953.71239","6.328768014907837","49","0","0","False","853.0","287.0","4.171424979183703","215.26641483798218","249.47619253708714","0","0","0.0","0.0","0","0","0","0","-3.742142888056307","3.2289962225697324","-0.06531271447667214","0.056356615618301464","0","0"
"1483393953.717752","6.334130048751831","50","0","0","False","853.0","287.0","4.171424979183703","215.26641483798218","249.47619253708714","0","0","0.0","0.0","0","0","0","0","-3.742142888056307","3.2289962225697324","-0.06531271447667214","0.056356615618301464","0","0"
"1483393953.723153","6.339531183242798","51","0","0","False","853.0","287.0","4.171424979183703","215.26641483798218","249.47619253708714","0","0","0.0","0.0","0","0","0","0","-3.742142888056307","3.2289962225697324","-0.06531271447667214","0.056356615618301464","0","0"
"1483393953.728534","6.344912052154541","52","0","0","False","853.0","287.0","4.171424979183703","215.26641483798218","249.47619253708714","0","0","0.0","0.0","0","0","0","0","-3.742142888056307","3.2289962225697324","-0.06531271447667214","0.056356615618301464","0","0"
"1483393953.733901","6.350279092788696","53","0","0","False","853.0","287.0","4.171424979183703","215.26641483798218","249.47619253708714","0","0","0.0","0.0","0","0","0","0","-3.742142888056307","3.2289962225697324","-0.06531271447667214","0.056356615618301464","0","0"
"1483393953.73934","6.35571813583374","54","0","0","False","866.0","281.0","4.193746469026224","219.54784301409055","258.8739937264079","0","0","0.0","0.0","0","0","0","0","-5.762670143760268","4.149503280433031","-0.10057756771499163","0.07242249456586199","0","0"
