"time","timeDifference","inDeadZone","x","y","theta"
"1483390162.219558","0.5234899520874023","False","640.0","516.0","193.54444553404642"
"1483390162.220955","0.5248868465423584","False","640.0","516.0","193.54444553404642"
"1483390162.221085","0.5250170230865479","False","640.0","516.0","193.54444713247682"
"1483390162.221202","0.5251338481903076","False","640.0","516.0","193.54444553404642"
"1483390162.221289","0.5252208709716797","False","640.0","516.0","193.54444553404642"
"1483390162.234567","0.5384988784790039","False","640.0","516.0","193.54444553404642"
"1483390162.362996","0.6669280529022217","False","640.0","516.0","193.60054251665875"
"1483390162.363882","0.6678140163421631","False","640.0","516.0","193.3924977537511"
"1483390162.363962","0.6678938865661621","False","640.0","516.0","193.54444553404642"
"1483390162.364064","0.6679959297180176","False","640.0","516.0","193.54444553404642"
"1483390162.364209","0.6681408882141113","False","640.0","516.0","193.54444553404642"
"1483390162.374631","0.6785628795623779","False","640.0","516.0","191.44846587716546"
"1483390162.398508","0.7024400234222412","False","640.0","516.0","193.54444553404642"
"1483390162.524759","0.8286910057067871","False","640.0","515.0","193.07971141024333"
"1483390162.525576","0.8295080661773682","False","640.0","516.0","193.54444553404642"
"1483390162.52573","0.8296618461608887","False","640.0","516.0","193.54444553404642"
"1483390162.525767","0.8296990394592285","False","655.0","519.0","191.44846587716546"
"1483390162.525946","0.8298778533935547","False","640.0","516.0","193.54444553404642"
"1483390162.534633","0.8385648727416992","False","640.0","515.0","193.41824342102572"
"1483390162.554431","0.8583629131317139","False","655.0","519.0","191.44846587716546"
"1483390162.617881","0.9218130111694336","False","655.0","520.0","191.75442484421205"
"1483390162.635633","0.9395649433135986","False","640.0","516.0","193.54444553404642"
"1483390162.654729","0.9586608409881592","False","640.0","516.0","193.60054251665875"
"1483390162.675","0.9789319038391113","False","640.0","516.0","193.7926430424662"
"1483390162.694428","0.9983599185943604","False","640.0","516.0","193.54444553404642"
"1483390162.714359","1.0182909965515137","False","640.0","516.0","193.54444553404642"
"1483390162.734272","1.0382039546966553","False","640.0","515.0","193.54444553404642"
"1483390162.755599","1.0595309734344482","False","640.0","516.0","193.75970707790702"
"1483390162.984566","1.2884979248046875","False","640.0","516.0","191.75442484421205"
"1483390162.984722","1.28865385055542","False","640.0","515.0","193.54444553404642"
"1483390162.984826","1.2887580394744873","False","640.0","516.0","193.54444553404642"
"1483390162.984936","1.2888679504394531","False","640.0","516.0","193.54444553404642"
"1483390162.985061","1.2889928817749023","False","640.0","516.0","193.60518950489435"
"1483390162.985143","1.2890748977661133","False","640.0","516.0","193.54444553404642"
"1483390162.985219","1.2891509532928467","False","640.0","516.0","193.54444553404642"
"1483390162.985277","1.2892088890075684","False","639.0","515.0","193.75970707790702"
"1483390162.98533","1.289262056350708","False","640.0","516.0","193.79496822058735"
"1483390162.985409","1.2893409729003906","False","640.0","516.0","193.25753806695639"
"1483390163.059745","1.3636770248413086","False","640.0","516.0","193.54444713247682"
"1483390163.074522","1.3784539699554443","False","640.0","516.0","193.54444553404642"
"1483390163.115299","1.4192309379577637","False","640.0","516.0","191.75442484421205"
"1483390163.134583","1.4385149478912354","False","640.0","516.0","191.75442484421205"
"1483390163.154603","1.4585349559783936","False","640.0","516.0","191.85139748331332"
"1483390163.173777","1.4777090549468994","False","655.0","519.0","191.54269402723176"
"1483390163.194308","1.4982399940490723","False","640.0","516.0","193.54444553404642"
"1483390163.217821","1.5217528343200684","False","640.0","516.0","193.54444553404642"
"1483390163.235378","1.5393099784851074","False","640.0","516.0","193.54444553404642"
"1483390163.27785","1.5817818641662598","False","640.0","516.0","193.54444713247682"
"1483390163.295061","1.5989930629730225","False","640.0","516.0","193.54444553404642"
"1483390163.315343","1.6192748546600342","False","640.0","516.0","193.54444553404642"
"1483390163.334975","1.6389069557189941","False","640.0","516.0","193.54444553404642"
"1483390163.354511","1.6584429740905762","False","655.0","519.0","191.54269402723176"
"1483390163.374501","1.6784329414367676","False","640.0","516.0","191.44845953889413"
"1483390163.459947","1.7638790607452393","False","640.0","516.0","191.6838415080244"
"1483390163.474295","1.7782268524169922","False","640.0","516.0","193.75970707790702"
"1483390163.494767","1.798698902130127","False","640.0","516.0","193.54444553404642"
"1483390163.515128","1.8190598487854004","False","640.0","516.0","193.54444553404642"
"1483390163.540019","1.8439509868621826","False","655.0","519.0","191.54269402723176"
"1483390163.554186","1.8581180572509766","False","640.0","516.0","193.60054251665875"
"1483390163.574801","1.8787329196929932","False","640.0","516.0","193.54444553404642"
"1483390163.595003","1.8989348411560059","False","640.0","516.0","193.54444553404642"
"1483390163.613872","1.9178040027618408","False","640.0","516.0","193.54444553404642"
"1483390163.634259","1.9381909370422363","False","640.0","516.0","193.54444553404642"
"1483390163.675351","1.9792828559875488","False","640.0","516.0","193.75971371657764"
"1483390163.695606","1.9995379447937012","False","640.0","516.0","193.54444553404642"
"1483390163.715565","2.0194969177246094","False","640.0","516.0","193.54444553404642"
"1483390163.755299","2.0592310428619385","False","640.0","516.0","193.54444713247682"
"1483390163.774321","2.0782530307769775","False","640.0","516.0","193.54444553404642"
"1483390163.79615","2.1000819206237793","False","640.0","516.0","193.54444553404642"
"1483390163.813705","2.1176369190216064","False","640.0","516.0","193.54444553404642"
"1483390163.835521","2.1394529342651367","False","640.0","516.0","193.54444553404642"
"1483390163.855455","2.1593868732452393","False","640.0","516.0","193.54444553404642"
"1483390163.875357","2.179288864135742","False","655.0","520.0","191.42309400629523"
